Video ID,Likes,Time,Comment
dhAmMXCBIcg,0,2021-05-30T20:55:20Z,Ye its may not have all the fancy things that the bigger fones have but it gets the job done
dhAmMXCBIcg,0,2021-05-30T20:54:19Z,I have to say if u can afford it go try it out its a very good fone
dhAmMXCBIcg,0,2021-05-30T20:53:11Z,I got the fone and have to say its good
dhAmMXCBIcg,1,2021-05-30T17:44:26Z,I’m moving from Apple to Galaxy S21. I hate Apple because I could never get the Apple Card so I’m just giving up because I’m not gonna keep giving them my personal information.
dhAmMXCBIcg,0,2021-05-30T13:34:08Z,Finally I can have the s10 E
dhAmMXCBIcg,0,2021-05-30T03:46:08Z,not to mention sd are kinda not needed with phones considering cloud storage and how easy it is to transfer files.
dhAmMXCBIcg,0,2021-05-29T22:53:32Z,ugliest phone ive ever seen
dhAmMXCBIcg,0,2021-05-29T17:03:59Z,"Tbh I&#39;m fine with high quality plastic back no  need for bacj replenishment, less weight."
dhAmMXCBIcg,0,2021-05-29T15:46:42Z,Are you wearing pink pants?
dhAmMXCBIcg,483,2021-05-29T13:18:33Z,"I just picked up the Samsung S21+ on Thursday, my provider was having a really really good deal. It&#39;s my first Samsung in about seven years, and wow Samsung really has really upped their game since my last one. I&#39;m really loving this phone so far."
dhAmMXCBIcg,12,2021-05-28T07:17:14Z,"If this is the standard for review videos in the future.....I&#39;m excited. Fresh, informative, beautiful, and and easy listen. Covered all the bases. I&#39;m buying my purple S21!"
dhAmMXCBIcg,0,2021-05-28T03:41:59Z,The battery on this phone is AWFUL!!!!!!<br>The battery was at 100% at night before I went to bed. In the morning it was at 75 %. How?? With out even using it.
dhAmMXCBIcg,0,2021-05-28T03:09:58Z,Samsung just made my transition from Apple an easy choice!
dhAmMXCBIcg,0,2021-05-27T23:44:06Z,LOVE MY S21 5G PEARL WHITE 🤍🤍🤍
dhAmMXCBIcg,0,2021-05-27T23:35:36Z,No expandable storage is pretty much a no for me. That&#39;s one of the biggest reasons I buy samsung.
dhAmMXCBIcg,0,2021-05-27T23:16:01Z,The ultra wide is wider
dhAmMXCBIcg,1,2021-05-27T04:43:00Z,This HAS to be a sponsored review
dhAmMXCBIcg,0,2021-05-27T02:31:11Z,Completely unrelated but can anyone explain what&#39;s on his shirt?<br>I&#39;m getting confused
dhAmMXCBIcg,0,2021-05-27T00:09:43Z,"The hard-to-find breakfast intialy ban because shock numerically start against a careful inventory. cold, intelligent turtle"
dhAmMXCBIcg,0,2021-05-26T21:36:03Z,Excellent! SUBSCRIBED 🙂
dhAmMXCBIcg,0,2021-05-26T17:29:47Z,My next Phone Samsung / apple
dhAmMXCBIcg,0,2021-05-26T08:22:38Z,Damn. You came a long way man
dhAmMXCBIcg,0,2021-05-25T23:34:54Z,OMG MKB LISTENS TO AJR!!!LESS GO!!
dhAmMXCBIcg,0,2021-05-25T17:20:07Z,Random Day Random Thought: Let&#39;s watch MKBHD&#39;s S21 Review!
dhAmMXCBIcg,0,2021-05-25T16:37:42Z,"Selfies on my s21 plus are distorted (if it&#39;s 2+ people) , and on my daughters older iphone are not. FIX THIS SAMSUNG."
dhAmMXCBIcg,0,2021-05-25T13:40:47Z,They also cut out the ANT+ support for their entire lineup. Samsung were the last ones still having ANT+ built in so now you will have to use an USB dongle with new phones.
dhAmMXCBIcg,0,2021-05-25T02:25:55Z,How many years will this have support for? And even if it loses support will it still be usable?
dhAmMXCBIcg,0,2021-05-25T00:43:57Z,Where is my s20 gang at?!
dhAmMXCBIcg,0,2021-05-24T21:32:52Z,I can&#39;t afford it😭
dhAmMXCBIcg,0,2021-05-24T21:19:14Z,Is it waterproof
dhAmMXCBIcg,0,2021-05-24T16:17:16Z,"I can afford the s21 or the iphone 11 idk which one to get, but I just want to upgrade from my s9 with garbadge battery"
dhAmMXCBIcg,0,2021-05-24T10:31:50Z,"Im due an upgrade at the moment. I&#39;ve got the s10. Could do with a better camera and a decent battery is my main thing. I am looking at the options on what to get next, what do you suggest?<br>Thanks for sharing your thoughts 👍"
dhAmMXCBIcg,2,2021-05-24T00:52:47Z,"Looking hard at upgrading to this from my S7, which is starting to feel a little bit sluggish. $100 with a trade-in seems like a good deal.<br><br>Anyone did this upgrade? How was it going from an S7 to an S21? And can you charge it with your S7 charger?"
dhAmMXCBIcg,0,2021-05-23T23:45:14Z,"I want one, but my S9 wont die or slow down..lol"
dhAmMXCBIcg,0,2021-05-23T21:34:36Z,Thank you so much for this. I always go to your channel everytime I&#39;m thinking of getting a new phone!
dhAmMXCBIcg,1,2021-05-23T15:55:19Z,Best way to check a phones perfomance is to play genshin impact and see how long it takes the phone to run out of battery / heat up
dhAmMXCBIcg,2,2021-05-23T15:41:41Z,Right I personally buy a flagship every 4 years. For the last 6 years I have been with iPhone and I must admit build quality on iPhone is the best but iOS no thanks so overall not my cup a tea . After doing my homework and avoiding Chinese brands I come with the conclusion that is time to go back to Samsung considering they made their s21 alit more affordable. Omg what I mistake that was !!!! I owned the s21 for 13hours and send it back . First and very important camera on low light is shocking it’s like 10 years ago all squares and blur and omg shocking . You play 5 min with the phone and is so hot that considering how light it is I always knew in what pocket it is coz it’s hot . Charging super slow . My wife had s10 3 years ago and I must admit it was a better phone everything with this phone is wrong . Let’s not forget that when u instal the latest update the screen will start jumping what a shock for a flagship. Also who on earth will manufacture same phone with 2 different processes??? And yes one is slightly better then the other. Mkbhd pls be honest with people because this is a joke of a phone what is why they are always on offer Samsung is trying their best to swift them . Mkbhd honest opinions pls this isn’t the phone is shocking!!!!
dhAmMXCBIcg,0,2021-05-23T00:41:08Z,Wow
dhAmMXCBIcg,1,2021-05-22T17:19:45Z,Need link for your wallpaper plz
dhAmMXCBIcg,0,2021-05-22T16:25:55Z,I am on s7 edge ....
dhAmMXCBIcg,0,2021-05-22T16:17:43Z,See 4 r
dhAmMXCBIcg,0,2021-05-22T15:21:58Z,Expandable memory!?
dhAmMXCBIcg,0,2021-05-22T03:25:18Z,Huh neat
dhAmMXCBIcg,7,2021-05-21T19:07:06Z,Finally I can now afford the galaxy S7 edge or the S8 ✊
dhAmMXCBIcg,3,2021-05-21T14:06:03Z,"I hope Samsung representatives will see my review and fix some annoying bugs in the phone&#39;s firmware!<br><br>For 3 months of use, I have such comments or features to it<br><br>The camera and phone software is still being finalized. I think another 1 or 2 months and everything will be good! On s20 it took them six months to finish almost everything in it<br>In general, I am satisfied with the phone and recommend it for purchase.<br><br>About the camera: During the day, photos and videos are just credits, in the evening there are some smears, you need to take a photo a couple of times. It happens that in the evening or in poor lighting in the room, a 64MP camera is sharper (without smears) will take a photo than the main camera. I hope that the main camera will be fixed with updates.<br>I also noticed on my S21 that something &quot;dangles&quot; in the camera, it seems to be the camera lens. Although there is no such thing on the iPhone CE-2020 and 11<br>At first, the phone got very hot when any camera was working in it, even when the camera was just started and did not shoot anything - the phone was warming up. Now, when talking on Wi-Fi or through the mobile Internet in Telegram, after 15-20 minutes, the phone warms up to 39 degrees according to the indicators on the battery. With prolonged shooting of 4k video, the battery also warms up to 38-40 degrees<br><br>In the game PUBG-mobile, with medium or high graphics settings, FPS can be set to a maximum of 40 frames (which is not enough for a comfortable game), and 60 FPS is given only at minimum settings ... What the hell is the top processor ??? !!! And it is impossible to choose the maximum or ultra graphics settings in the game. I do not know if these are software issues of Samsung, or the developers of the PUBG game themselves put their fat &quot;bolt&quot; on the optimization of Exynos processors<br><br>Regarding the connection, I have no breaks or failures, but I noticed that the connection is a little worse than my OnePlus 6 with 845 Snapdragon. In a home or store where the OnePlus 6 showed a full scale of communication, the Samsung is one notch less.<br>I also noticed when it got warmer on the street and move around the city or in the park, then the phone is constantly warm (the sensors on the battery show the temperature in the region of 30-34 degrees), if you just sit at home then the temperature of Akum is 25-28 degrees. Probably looking for a network and warming up because of this<br><br>As for vibro, it is normal and pleasant. It is not clear just why the vibro of average quality was installed in the s21 for $ 850 (23,000 UAH), but in the s21 + and s21ultra they installed an analog of a taptik. Why is it so Samsung ?? !!!<br><br>Sometimes there are microlags, not so often, but still. And so it works smartly. It is necessary to steadily reboot the phone once every 3-5 days, it starts to dull either in the camera, or when working in the gallery<br><br>Proximity sensor on OnePlus 6 works much better than on s21 (sometimes it dulls or triggers with a delay)<br>Battery: 3880mAh real capacity, not 4000mAh<br>There is such a software glitch on the phone: when the phone is in a horizontal position (for example, in a telegram) and if you turn off the auto-rotate of the screen, then the phone does not return to portrait orientation (I will attach a screen) Sometimes it brings some inconvenience, on my OnePlus 6 this crap was not<br><br>With auto brightness and 120Hz, the phone is enough for a day, sometimes you have to recharge during the day, if you actively use the camera or play hard games + sit on the mobile Internet, then somewhere it is enough for 2-2.5 hours of screen work. So, on average, 4.5 - 5 hours of screen per day from one charge of Akum (sometimes 6 hours of screen happens, but this is rare). If you enable 60Hz screen updates, off. different enhancers such as AOD, vibration feedback at every opportunity, or triggering a fingerprint when the screen is off, the phone will last 7-8 hours of the screen<br><br>And what pisses me off about all the Samsung! So this is that when searching for a mobile number via T9 on the call keypad (by numbers), he does not look for numbers where there is Ukrainian in the name. the letter &quot;i&quot; ... PPC Even OnePlus has thought of this, but the Samsung has not been able to do it for many years. Since 2016, for sure.<br>Then it infuriates the selection of text in YouTube. What is this problem that they cannot solve even from the s20 line, that when selecting text, I then get a context menu on the FULL-SCREEN and nothing can be done afterwards, just select &quot;copy or paste&quot;, and if I wanted to select more text or less to do, then you need to start all over again (I will attach a screen)<br><br>The fingerprint scanner works worse (or not so fast) than the usual scanner in my OnePlus 6 on the back of the phone, this is especially noticeable when sometimes you need to quickly use the phone, otherwise in normal use everything is buzzing, just sometimes you need to press your finger harder against screen. But the fingerprint scanner works much better than in s10 and s20 (s20 and s10 have the same scanners)"
dhAmMXCBIcg,0,2021-05-21T06:19:21Z,"Im still on my galaxy s8+ and im hesitant on upgrading, im eyeing out the s10 or s10+ since they are getting cheaper with the releases of the newer phones, Im definitely not a fan of samsung getting rid of the earphone jack on their newest phones, not sure what to think of their move to get rid of sd card. But when I was browsing around the newest models, they were barely getting 3 stars if anything. So Ill wait a little bit to see how it goes."
dhAmMXCBIcg,1,2021-05-20T23:04:37Z,Noticed every downgrade cause I&#39;m an educated customer. 1080p was a bad bad move.
dhAmMXCBIcg,0,2021-05-20T09:05:45Z,now imagine if its an iPhone 😂😂 the video will be an angry rant
dhAmMXCBIcg,0,2021-05-20T03:17:20Z,"Jesus christ is coming repent choose him today, he loves you."
dhAmMXCBIcg,0,2021-05-20T03:07:38Z,"Marques, I love your reviews.  Very informative but a cheaper phone is not a better one.  I left Apple back in 2018 because of their unscrupulous practice of killing older phones with IOS updates.  My Apple was constantly out of storage and memory.  I left Apple for good.  I switched to the Galaxy S9. It was way ahead of the more expensive Apple rival in every aspect. The main selling points for me (beside not having to worry about being attacked by killer updates) was the extra SD storage capability and the internal headphone plugin.  Well, it&#39;s time for a new phone so I figured I&#39;d take a look at the new S21.  Unfortunately, the big things I look for have been dropped by Samsung.  I would pay the extra $200 just to have those two features.  Therefore, no upgrade for me.  If my S9 dies I&#39;ll buy a used ones until I can&#39;t find them anymore. Samsung needs to listen to their customers and stops following Apple."
dhAmMXCBIcg,0,2021-05-19T21:26:51Z,Dude great review.. wow.
dhAmMXCBIcg,0,2021-05-19T19:59:28Z,amazing i will get the next year model
dhAmMXCBIcg,0,2021-05-19T19:41:35Z,All you spoke was about camera. How about headphones and audio?
dhAmMXCBIcg,0,2021-05-19T17:17:07Z,The phantom violet looks much more pretty in this video than it does on the Samsung website.
dhAmMXCBIcg,1,2021-05-19T16:28:29Z,What about the +?
dhAmMXCBIcg,1,2021-05-19T15:08:24Z,"Finally, a phone my broke ass can afford."
dhAmMXCBIcg,0,2021-05-19T12:03:02Z,"Hi Mkbhd, I would like to know further about the RAM performance and the display resolution. Using a S21+ now but I was thinking of upgrading to S21 Ultra due to lower RAM and lower display res.<br>Should i switch to s21 ultra due to these shortfalls?"
dhAmMXCBIcg,2,2021-05-18T17:11:54Z,"<a href=""https://www.youtube.com/watch?v=dhAmMXCBIcg&amp;t=65"">1:05</a> - C2C. Then Daft Punk artwork in the background. Oh my gosh, I think I love you"
dhAmMXCBIcg,0,2021-05-18T17:07:35Z,"Hey,  why didn&#39;t you show the HDR10+ workflow from the video from the phone going into YouTube?   While you are at it, why are you not mastering HDR10+ on all your YouTube videos... you are missing a real trick there."
dhAmMXCBIcg,0,2021-05-18T16:48:23Z,No expandable storage😭 guess it doesn&#39;t work for me
dhAmMXCBIcg,0,2021-05-18T01:51:44Z,"The moaning australian practically pat because taxicab surgically tempt above a shocking baritone. troubled, perpetual coal"
dhAmMXCBIcg,0,2021-05-17T22:28:06Z,"The most expensive phone that is manufactured is a 1 terabyte iPhone 12pro max, with a solid gold 24 k back, yet only costs just under $600 USD to manufacture. So justifying prices for phones and saying that a &quot;value&quot; phone thats just shy of $1,000 USD is a balancing act is a joke lmao. Phones aren&#39;t worth even close to what they&#39;re priced at. You could easily get a phone tbats top of the line, fastest processor, biggest screen with the highest refresh rate and highest resolution, with top of the line cameras and no actual camera bump AND A HEADPHONE JACK, for less than $800 easy. Even $800 is still over $300 more than manufacturing cost of the s21 ultra max 5g. The only reason companies are charging this much is because today&#39;s &quot;more educated&quot; consumers are dumber than ever and have no idea how manufacturing works or the value of an object. This phone in specific costs less than $450 to manufacture. Meaning that anything over $450 is profit that will pay for the device, payroll, overhead, etc. And its funny that the s21, compared to the s21 ultra max 5g, is only about $150 in price difference, but you&#39;re gonna be charged over $400 in difference for the &quot;bigger&quot; one."
dhAmMXCBIcg,1,2021-05-17T17:45:34Z,My S7 screen cracked today. Watched some videos and new phones and decided I&#39;m gonna just change the screen. Nothing better than s7 yet.
dhAmMXCBIcg,0,2021-05-17T17:12:28Z,I didn&#39;t like the fact that there was NO plug to charge the phone. I called Samsung to voice that complaint. And NO way to plug in earbuds. They said because everything is now wireless. 😔
dhAmMXCBIcg,0,2021-05-17T00:31:50Z,Can&#39;t decide between the S21 Plus or the Note 20 Ultra
dhAmMXCBIcg,0,2021-05-16T21:37:08Z,"fun review, but pink is obviously the best colour scheme."
dhAmMXCBIcg,1,2021-05-16T19:06:52Z,"Bought one today after my iPhone X split itself in two - battery expansion issue with overheating apparently - time for a change, so I&#39;ve gone back to Samsung devices - they have improved a lot in the last 4 years!"
dhAmMXCBIcg,0,2021-05-15T12:30:01Z,"I ordered this phone yesterday. Dont get me wrong, I&#39;m excited. But phones have definitely taken some steps back. I havent replaced my smartphone in 5 years and the market hasnt changed much. Verizon store is selling a bunch of brick phones. You know, the over 10 year old tired design. And the fact that I need an adapter to use headphones is pretty lame. But of all the brick phones on the market right now, this was the most interesting. I would have gone for the lg wing if it weren&#39;t for lg going out of business."
dhAmMXCBIcg,0,2021-05-15T03:15:04Z,NFC  is gone? does mean Samsung pay is out the window or is that a different tech
dhAmMXCBIcg,1,2021-05-15T00:43:36Z,got my s21 like an hour ago i love it
dhAmMXCBIcg,1,2021-05-14T23:28:37Z,No wonder they are just giving them away for free everywhere. Evil!
dhAmMXCBIcg,0,2021-05-14T16:11:25Z,"wonderful, i need to upgrade and this helped a lot...thanks"
dhAmMXCBIcg,20,2021-05-14T07:06:06Z,"A good, sympathetic review is always a wonderful surprise🐊🌴🙏👍💪😎❤️ greetings from the Amazon Jungle"
dhAmMXCBIcg,0,2021-05-13T08:52:36Z,"Hey, so this is s21 and not s21+ ? 🙈"
dhAmMXCBIcg,1,2021-05-13T07:02:22Z,This phone seems to be better than OnePlus 9 non-pro. It&#39;s funny to see OnePlus losing on their own field
dhAmMXCBIcg,1,2021-05-13T00:33:39Z,"The sad middle child,<br><br><br>              Somewhere in the distance."
dhAmMXCBIcg,0,2021-05-12T18:29:08Z,No edge screen...
dhAmMXCBIcg,30,2021-05-12T09:23:23Z,"I went from S10+ to S21. Honestly, with having pretty small hands for a guy, the phone fits a lot better for me. I didn&#39;t even notice the resolution drop until the specs mentioned it. I prefer the durability of plastic back to the glass, although it does lose the more premium look and feel. All in all it feels like a sidegrade with some quality of life improvements, but it runs nice and smooth."
dhAmMXCBIcg,0,2021-05-12T06:10:02Z,Is it worth the extra money to upgrade from the S21 to the S21 Ultra for the resolution alone?
dhAmMXCBIcg,1,2021-05-12T01:38:26Z,"The 1080p is a noticeable drop coming from  the 1440p of the LG G6 at least for me, I can&#39;t really see 120hz."
dhAmMXCBIcg,1,2021-05-11T22:51:30Z,Bro I love the production quality of his videos
dhAmMXCBIcg,0,2021-05-11T19:40:14Z,Mine is due tomorrow in pink... I currently have the s9 so I can&#39;t wait 😁
dhAmMXCBIcg,1,2021-05-11T13:01:55Z,The portrait is really wow
dhAmMXCBIcg,0,2021-05-11T06:20:14Z,"No mst, not expandable storage😕 I don&#39;t know. I&#39;m out."
dhAmMXCBIcg,0,2021-05-11T01:19:57Z,"that phone reminds me of the s5, built 5! durable as hell."
dhAmMXCBIcg,0,2021-05-10T23:54:50Z,What’s the difference between the s21 and the A32?
dhAmMXCBIcg,1,2021-05-10T20:18:40Z,"Gosh, you&#39;re  so cute 😍"
dhAmMXCBIcg,0,2021-05-10T19:48:59Z,This looks like a massive upgrade from the S8 though.
dhAmMXCBIcg,1,2021-05-10T04:02:23Z,I went to a Samsung store and felt the phone in hand I was so surprised to hear that the back was plastic I genuinely thought it was glass
dhAmMXCBIcg,0,2021-05-09T14:37:35Z,קקקללליייקקקבבביייטטט
dhAmMXCBIcg,0,2021-05-09T08:00:03Z,On my s21 now<br><br>Honestly I notice the Plastic but yeah it ain&#39;t bad
dhAmMXCBIcg,0,2021-05-09T05:14:01Z,"I realize this video is over 3 months old.  I just ordered a S21+ 256gb. Im a galaxy user since the 5. (great phone. along with the 7.) <br>I was about to buy the S21 Ultra until I learned the standard and plus had flat screens but the Ultra was curved. Ive spent too much time with my S9+ and its garbage  curved screen to ignore a return to flat screens. Samsung, Stop it. This is a good informative video and I appreciate it.  Keep up the good work."
dhAmMXCBIcg,0,2021-05-08T22:37:27Z,The batterie will last all day ? Wooow what a sales pitch.
dhAmMXCBIcg,0,2021-05-08T22:15:01Z,Why oh why are they removing expandable storage ...
dhAmMXCBIcg,0,2021-05-08T21:50:40Z,in canada we get it with sd888 right?
dhAmMXCBIcg,0,2021-05-08T15:18:03Z,In india samsung just increased their Prices..😟 I Don&#39;t why..
dhAmMXCBIcg,0,2021-05-08T04:41:00Z,Just brought 1 of these for by girlfriend&#39;s next week .. i hope she likes it   <br>..any extra tips for how to use this phone please reply comment below .
dhAmMXCBIcg,4,2021-05-07T22:53:55Z,I never used the expandable storage or headphone jack or the card swipe thing on my s10. And it’s broken and to pay to get it fixed is only $150 less than just getting the s21 in my country. So i ordered that instead.
dhAmMXCBIcg,0,2021-05-07T22:48:54Z,no uSD is really a bad decision
dhAmMXCBIcg,0,2021-05-07T21:36:50Z,The s10 stomps no contest
dhAmMXCBIcg,0,2021-05-07T02:29:46Z,"Song at <a href=""https://www.youtube.com/watch?v=dhAmMXCBIcg&amp;t=71"">1:11</a> appears to be The Cell by C2C. MKBHD, linking an entire playlist is not helpful when trying to find a specific song. It is a nice list tho."
dhAmMXCBIcg,0,2021-05-06T23:33:34Z,No need to launch s21 FE  s21 is already the lite version
dhAmMXCBIcg,0,2021-05-06T16:13:11Z,Samsung does try to price for all budgets which is good
dhAmMXCBIcg,0,2021-05-06T11:25:58Z,I just have mine...but im not inpressed tbh..... i liked my s10 lot more.....
dhAmMXCBIcg,0,2021-05-06T00:46:55Z,More fps
dhAmMXCBIcg,0,2021-05-05T15:09:09Z,I&#39;m waiting on s21 FE!!!
dhAmMXCBIcg,0,2021-05-05T10:54:50Z,Am i the only one who thinks the s21 is not that beautiful?
dhAmMXCBIcg,2,2021-05-05T06:26:27Z,"Samsung are realising people are no longer interested in getting a new phone every year. They&#39;ve lowered the price to try and tempt people in. But think about it, once the excitement of owning a new phone has worn off, it&#39;s really no different from the last phone you had. Honestly, I get more excitement out of buying a new phone case these days. I&#39;m still on an s10e. I&#39;m getting a little tired of the smaller screen, so may get the s21, but only the basic model with 5g."
dhAmMXCBIcg,0,2021-05-05T02:14:21Z,Galaxy is dead like HTC... Who even remembers HTC
dhAmMXCBIcg,0,2021-05-04T23:37:05Z,They need to go back to including the dual SD/SIM slot and not just sim
dhAmMXCBIcg,0,2021-05-04T12:57:28Z,10s vs 21s = i keep my SD chip and earphones 10s ✊🙏💪
dhAmMXCBIcg,0,2021-05-04T10:08:34Z,Does it have an external SD?
dhAmMXCBIcg,0,2021-05-04T06:00:38Z,Mines is arriving this week. Upgrading from an S9 Plus that I bought a few months after release!
dhAmMXCBIcg,0,2021-05-03T18:19:24Z,Samsung should do in the “+” version a more fancy version not just in functional edges but in fancy body less plastic and more expensive looks like
dhAmMXCBIcg,0,2021-05-03T16:17:24Z,"Welp, just ordered one from Google Fi. First new phone since I got the LG G7 when it first came out in 2018."
dhAmMXCBIcg,0,2021-05-03T14:19:01Z,+MKBHD loved the intro
dhAmMXCBIcg,0,2021-05-03T11:34:35Z,$816 Phone for 1080p....uh...Nope.  I pass.
dhAmMXCBIcg,0,2021-05-03T03:22:55Z,again missed what is missing in the box great job<br>just like your apple reviews
dhAmMXCBIcg,0,2021-05-02T21:34:05Z,"After the years of over priced mobile, of course, Samsung feel the competition from China,, they forced to follow the steps, reduce the price,"
dhAmMXCBIcg,0,2021-05-02T21:00:15Z,Am I the only one who just want a camera that can shoot an image or a video and don&#39;t care about more from it
dhAmMXCBIcg,0,2021-05-02T03:50:27Z,Stereo sound?
dhAmMXCBIcg,0,2021-05-02T03:39:12Z,How many android update S21 has
dhAmMXCBIcg,0,2021-05-02T00:05:44Z,"i find it funny that the things listwd that phone users care about is what i phone users look for.  <br><br>i&#39;m more interested in functionality, and expandable memory. <br>i&#39;m sad they got rid of the sd card slot tray. and i do miss the bixby button and the curved edges. but ii&#39;s slowly growing on me.  slowly &gt;.&gt;"
dhAmMXCBIcg,4,2021-05-01T17:29:15Z,Guess I&#39;ll wait until they come to their senses and bring expandable storage back on the next one
dhAmMXCBIcg,0,2021-05-01T15:12:20Z,"the only act of balance samsung did is what kind of profit percentage they make; is it 100% is it 150% or so on. Let&#39;s be real, not including a charger is a cost saving move at best, even if they cut the price, as the price should&#39;ve come down anyway thanks to not including external 5G chip and using still selling those damned exynos chips and charging the same price as the superior SD variant.<br><br>The only thing I liked about this gen samsung smartphone is that they FINALLY ditched the curved screen. It was never a good idea anyway, and they held on to that for years is kind of amazing. Oh, and the &quot;glastic&quot; back panel feels good to the touch. And that&#39;s about it. It&#39;s not much of a change, and outside of US, still disappointing as always. Samsung, let me be real, LSI sucks. Disband it and just buy SD chips internationally. it&#39;ll save you R&amp;D cost, and reduce the whole complexity of your business."
dhAmMXCBIcg,0,2021-05-01T03:42:51Z,everytime I upgrade my phone I watch another one of these videos
dhAmMXCBIcg,0,2021-05-01T03:19:01Z,I have the S21 plus given to me as a gift. I didn&#39;t switch my service to it yet. It is FAST!!!!!!
dhAmMXCBIcg,0,2021-04-30T22:39:25Z,"Samsung camera software, a total mess, a lot of inconsistency, noise at low iso and exposure, weak processing to remove noise. They are behind Apple, Huawei, Google at least 3 years, before p20 pro era. Try s21 with pixel camera app in low/medium light condition, or indoor, you will be blown away, it&#39;s like having another sensor. Instead of pushing MS crap on their phones(onedrive, office and others), they should make a partnership with Google to improve their camera software. If you are trying for several years in a row to improve you camera software, processing, and you are not able to do it, then ask for help(from Google)."
dhAmMXCBIcg,0,2021-04-30T17:35:56Z,i want to buy a new phone but i dont know which one to get someone recommanded me de oppo find x3 neo but i was thinking about galaxy s21 if someone can help me i would appreciatie it
dhAmMXCBIcg,1,2021-04-30T09:20:50Z,Which would YOU choose OnePlus 9 pro or samsung s21?
dhAmMXCBIcg,0,2021-04-30T04:47:24Z,"Come on, Samsung. Keep up! Make a compact flagship smartphone!"
dhAmMXCBIcg,0,2021-04-30T03:03:03Z,Miss the headphone jack. I upgraded from the S9+.
dhAmMXCBIcg,0,2021-04-30T02:13:59Z,Ahhh this was pleasant to listen and see👌🏾👌🏾
dhAmMXCBIcg,0,2021-04-29T23:10:51Z,Is it worth it.... Bad reviews on T-MOBILE website.. I don&#39;t know what to do
dhAmMXCBIcg,10,2021-04-29T10:49:49Z,"im waiting for the s21 fe, that&#39;s gonna be lit, hopefully this but with a 765g."
dhAmMXCBIcg,0,2021-04-29T07:34:04Z,Text on my old Pixel 2 XL looks sharper than on the S21. Must be because of the higher ppi.
dhAmMXCBIcg,0,2021-04-29T03:48:17Z,I wish it would&#39;ve come out a little earlier because I could&#39;ve gotten it
dhAmMXCBIcg,0,2021-04-28T17:49:15Z,So the question is should i buy this phone?
dhAmMXCBIcg,0,2021-04-28T17:32:32Z,Thank God T Mobile sending me this phone for good price
dhAmMXCBIcg,0,2021-04-28T14:20:54Z,its nice that i can get unlimited data and this phone with two year contract for only 86 cad
dhAmMXCBIcg,0,2021-04-28T12:41:52Z,I&#39;m making the jump from s7 edge. My mind will simply be blown.
dhAmMXCBIcg,2,2021-04-28T10:22:29Z,Surprisingly i notice 1440p vs 1080p more than i notice 60fps vs 120 fps
dhAmMXCBIcg,1,2021-04-27T23:25:18Z,"Please please please,,, make a video covering the details about Samsung&#39;s declaration of giving security/OS updates to it&#39;s devices for 4 years"
dhAmMXCBIcg,0,2021-04-27T14:07:15Z,I have that Phone same color and evrything
dhAmMXCBIcg,0,2021-04-27T12:37:30Z,All I’m seeing though is s21 overheating and stuff..
dhAmMXCBIcg,0,2021-04-26T22:14:50Z,"Why didn&#39;t Samsung put a headphone jack on this phone? I googled it and saw they chose not to bring back the headphone jack, anybody have any idea why? I use the phone mostly for music with Bose headphones and I like to plug into the phone"
dhAmMXCBIcg,0,2021-04-26T03:36:43Z,Nice shirt !
dhAmMXCBIcg,0,2021-04-25T21:43:06Z,Do not buy any samsung without aux jack. The adapters they provide are not working and you wont be able to use headphones. I am so dissapointed with S20 FE.
dhAmMXCBIcg,3,2021-04-25T20:51:31Z,"Thank you for the review! I have the Samsung Galaxy Note 10 and I might upgrade. The only thing I don&#39;t like is that the cameras on these phones have only 12 megapixels, where is at one point they were making them 14. If they could do it before, I don&#39;t know why they can&#39;t do it again, especially for the price that they charge."
dhAmMXCBIcg,0,2021-04-24T19:21:50Z,is oneplus 8t more worth it to buy tho?
dhAmMXCBIcg,0,2021-04-24T17:37:44Z,Samsung should bring back the mocro SD card the headphone jack and the power breaker too but the phone colour look so good hope in 2022 samsung bring back all these.
dhAmMXCBIcg,0,2021-04-24T14:51:51Z,Damn..can anybody suggest the intro music?
dhAmMXCBIcg,0,2021-04-24T14:39:10Z,I mean that intro is everything
dhAmMXCBIcg,2,2021-04-24T13:47:06Z,"2 things are enough for me to completely skip the S21, no SD and no 3.5 jack"
dhAmMXCBIcg,0,2021-04-24T11:09:00Z,Plastic back..as you can see almost phone user has back cover on their phones..so what is the issue
dhAmMXCBIcg,0,2021-04-23T03:15:55Z,So we are supposed to settle at a petty 200$ discount compared to how they are more than double what they used to be only 5 yes ago
dhAmMXCBIcg,0,2021-04-23T01:35:04Z,Galaxy S10 latest update With HDR10+ feature removed. The Dynamic Range on the screen has been reduced
dhAmMXCBIcg,2,2021-04-22T23:29:15Z,Holy crap no expandable storage 😳 😢 im gonna miss that
dhAmMXCBIcg,0,2021-04-22T22:41:58Z,"I have an issue with &quot;Hey Google&quot;. I am using Samsung S21, my issue is when I lock my phone with airplane mode off, I can say &quot;Hey Google&quot; Turn on Airplane Mode and it turns on Airplane Mode.<br>The weird thing is when I ask my friend to repeat what I do but using their voice they can do it. They can turn on Airplane Mode on my phone which is dangerous because my phone can be stolen and if the thief know this, it will cause &quot;find my phone/find my device&quot; to become less effective in our attempt to save our phone.<br>I also have video recording of me trying to use different voice tone to try turning on Airplane mode on my phone."
